Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,AI_Keywords
HHS-0102-2023,HHS,FDA,NCTR,Development of a Comprehensive Open Access Molecules with Androgenic Activity Resource (MAAR) to Facilitate Assessment of Chemicals,"Androgen receptor (AR) is a ligand-dependent transcription factor and a member of the nuclear receptor superfamily, which is activated by androgens. AR is the target for many drugs but it could also act as an off target for drugs and other chemicals. Therefore, detecting androgenic activity of drugs and other FDA regulated chemicals is critical for evaluation of drug safety and assessment of chemical risk. There is a large amount of androgenic activity data in the public domain, which could be an asset for the scientific community and regulatory science. However, the data are distributed across different and diverse sources and stored in different formats, limiting the use of the data in research and regulation. Therefore, a comprehensive, reliable resource to provide open access to the data and enable modeling and prediction of androgenic activity for untested chemicals is in urgent need. This project will develop a high-quality open access Molecules with Androgenic Activity Resource (MAAR) including data and predictive models fully compliant with the FAIR (Findable, Accessible, Interoperable, and Reusable) principles.  MAAR can be used to facilitate research on androgenic activity of chemicals and support regulatory decision making concerning efficacy and safety evaluation of drugs and chemicals in the FDA regulated products.",Implementation,,,Department of Health and Human Services,"1. Androgen receptor
2. Transcription factor
3. Predictive modeling
4. Drug safety
5. Chemical risk assessment
6. Data integration
7. Regulatory science
8. Open access resource
9. FAIR principles
10. Regulatory decision making"
HHS-0103-2023,HHS,FDA,NCTR,Artificial Intelligence (AI)-based Natural Language Processing (NLP) for FDA labeling documents,"FDA has historically generated and continues to generate a variety of documents during the product-review process, which are typically unstructured text and often not follows the use of standards. Therefore, analysis of semantic relationships plays a vital role to extract useful information from the FDA documents to facilitate the regulatory science research and improve FDA product review process. The rapid advancement in artificial intelligence (AI) for Natural Language Processing (NLP) offers an unprecedent opportunity to analyze the semantic text data by using the language models that are trained with large biomedical corpus. This study is to assess the AI based NLP for the FDA documents with a focus on the FDA labeling documents. Specifically, we will apply the publicly available language models (e.g., BERT and BioBERT) to the FDA drug labeling documents available from the FDA Label tool that manages over 120K labeling documents including over 40K Human Prescription Drug and Biological Products. We will investigate three areas of AI applications that are important to the regulatory science research: (1) the interpretation and classification of drug properties (e.g., safety and efficacy) with AI reading, (2) text summarization to provide highlights of labeling sections, (3) automatic anomaly analysis (AAA) for signal identification, and (4) information retrieval with Amazon-like Questions/Answer. We will compare the AI based NLP with MedDRA based approach whenever possible for drug safety and efficacy. The study will provide a benchmark for fit-for-purpose application of the public language models to the FDA documents and, moreover, the outcome of the study could provide a scientific basis to support the future development of FDALabel tool which is widely used in CDER review process.",Implementation,,,Department of Health and Human Services,"1. Natural Language Processing (NLP)
2. BERT
3. BioBERT
4. Drug properties classification
5. Text summarization
6. Automatic anomaly analysis (AAA)
7. Signal identification
8. Information retrieval
9. Drug safety
10. Drug efficacy"
HHS-0104-2023,HHS,FDA,NCTR,Informing selection of drugs for COVID-19 treatment by big data analytics and artificial intelligence,"The pandemic of COVID-19 is the biggest global health concern currently. As of July 11, 2020, more than 12 million people have been tested positive of SARS-COV-2 virus infection and more than half million deaths have been caused by COVID-19 in the world. Currently, no vaccines and/or drugs have been proved to be effective to treat COVID-19. Therefore, many drug products on the market are being repurposed for the treatment of COVID-19. However, sufficient evidence is needed to determine that the repurposed drugs are safe and effective. Therefore, safety information on the drugs  selected for repurposing purpose is important. The proposed project aims to mine adverse drug events using artificial intelligence and big data analytics in the public domain including the agency's database, public databases, and social media data for the drugs to be repurposed for the treatment of COVID-19. The ultimate goal of this project is to provide detailed adverse event information that can be used to facilitate safety evaluation for drugs repurposed for the treatment COVID-19. The detailed adverse event information will be used to develop recommendations for selecting the right drugs for repurposing efforts and for help select the appropriate COVID-19 patients and thus better to combat the pandemic.",Implementation,,,Department of Health and Human Services,"1. Adverse drug events
2. Artificial intelligence
3. Big data analytics
4. Drug repurposing
5. Safety evaluation
6. COVID-19
7. Public domain data
8. Social media data
9. Safety information
10. Drug selection"
HHS-0105-2023,HHS,FDA,NCTR,Towards Explainable AI: Advancing Predictive Modeling for Regulatory Use,"Artificial Intelligence (AI) is a broad discipline of training machines to think and accomplish complex intellectual tasks like humans. It learns from existing data/information to predict future outcomes, distill knowledge, offer advices, or plan action steps. The rise of AI has offered both opportunities and challenges to FDA in two aspects: (1) how to assess and evaluate marketed AI-centric products and (2) how to implement AI methods to improve the agency's operation. One of the key aspects of both regulatory applications is to understand the underlying features driving the AI performance and to the extension of its interpretability in the context of application.  
 
Different from the statistical evaluation (e.g., accuracy, sensitivity and specificity), model interpretability assessment lacks quantitative metrics. In most cases, the assessment tends to be subjective, where prior knowledge is often used as a ground-truth to explain the biological relevance of underlying features, e.g., whether the biomarkers featured by the model are in accordance with the existing findings. In reality, there is a trade-off between statistical performance and interpretability among different AI algorithms, and understanding the difference will improve the context of use of AI technologies in regulatory science.  

For that, we will investigate representative AI methods, in terms of their performance and interpretability, first through benchmark datasets that have been well-established in the research community, then extended to clinical/pre-clinical datasets. This project will provide basic parameters and offer an insightful guidance on developing explainable AI models to facilitate the real-world decision making in regulatory settings.",Implementation,,,Department of Health and Human Services,"Keywords:
1. Artificial Intelligence
2. Predictive modeling
3. Interpretable AI
4. Regulatory assessment
5. Performance evaluation
6. Benchmark datasets
7. Clinical data analysis
8. Decision making
9. Explainable AI
10. Interpretability assessment"
HHS-0106-2023,HHS,FDA,NCTR,Identification of sex differences on prescription opioid use (POU)-related cardiovascular risks by big data analysis,"1) Prescription opioid use (POU) varies among patient population subgroups, such as gender, age, and ethnicity. POU can potentially cause various adverse effects in the respiratory, gastrointestinal, musculoskeletal, cardiovascular, immune, endocrine, and central nervous systems. Important sex differences have been observed in POU-associated cardiac endpoints. Currently, systematic knowledge is lacking for risk factors associated with the increased cardiotoxicity of POU in women. 2) Currently, the FDA utilizes two methods of analysis for data mining, the Proportional Reporting Ratio (PRR) and the Empirical Bayesian Geometric Mean (EBGM) to identify significant statistical associations between products and adverse events (AEs). These methods are not applicable when two or more reporting measures (e.g. gender, age, race, etc.) must be considered and compared. In this study, a novel statistical model will be developed to detect the safety signals when gender is considered as the third variable. Safety signals will then be detected and compared from combined multiple-layered real-world evidence in the form of EHRs from diverse sources. Sex-dependent differences in risk factors for cardiotoxicity from POU will be identified and analyzed using big data methods and AI-related tools. 3) The proposed project addresses the first of four priority areas of FDA's 2018 Strategic Policy Roadmap: Reduce the burden of addiction crises that are threatening American families, and two priority areas of Women's Health Research Roadmap: Priority Area 1: Advance Safety and Efficacy, and Priority Area 5: Expand Data Sources and Analysis. The results may provide information and knowledge to help the FDA drug reviewers and physicians be aware of sex differences to certain POU drugs and combinations of POU with other prescription drugs, therefore, preventing or reducing risk of the POU drug-induced CVD in women.",Development and Acquisition,,,Department of Health and Human Services,"1) Gender-specific analysis 
2) Novel statistical model 
3) Safety signal detection 
4) Real-world evidence 
5) Electronic health records (EHRs) 
6) Big data methods 
7) AI-related tools 
8) Drug-induced cardiotoxicity 
9) FDA's Strategic Policy Roadmap 
10) Women's health research"
HHS-0107-2023,HHS,FDA,NCTR,NCTR/DBB-CDER/OCS collaboration on A SafetAI Initiative to Enhance IND Review Process,"The development of animal-free models has been actively investigated and successfully demonstrated as an alternative to animal-based approaches for toxicity assessments.  Artificial Intelligence (AI) and Machine learning (ML) have been the central engine in this paradigm shift to identify safety biomarkers from non-animal assays or to predict safety outcomes solely based on chemical structure data. AI is a computer system or algorithm that has the ability to learn from existing data to foresee the future outcome. ML, a subset of AI, has been specifically studied to make predictions for adverse drug reactions. Deep Learning (DL) is arguably the most advanced approach in ML which frequently outperforms other types of ML approaches (or conventional ML approaches) for the study of drug safety and efficacy. DL usually consists of multiple layers of neural networks to mimic the cognitive behaviors associated with the human brain learning and problem-solving process to solve data intensive problems. Among many studies using AI/ML, DL has become a default algorithm to consider due to its superior performance. This proposal will apply DL to flag safety concerns regarding drug-induced liver injury (DILI) and carcinogenicity during the IND review process.",Initiation,,,Department of Health and Human Services,"1. Artificial Intelligence (AI)
2. Machine Learning (ML)
3. Deep Learning (DL)
4. Animal-free models
5. Toxicity assessments
6. Safety biomarkers
7. Adverse drug reactions
8. Drug safety
9. Efficacy
10. Induced liver injury (DILI)"
HHS-0108-2023,HHS,NIH,National Institutes of Health (NIH) CC,individual Functional Activity Composite Tool (inFACT),inFACT is being developed for use in the Social Security Administration (SSA) disability determination process to assist adjudicators in identifying evidence on function from case records that might be hundreds or thousands of pages long. inFACT displays information on whole person function as extracted from an individual's free text medical records and aligned with key business elements.,Development and Acquisition,,,Department of Health and Human Services,"1. Natural Language Processing
2. Text analysis
3. Evidence identification
4. Function extraction
5. Disability determination
6. Key business elements
7. Adjudicators support
8. Free text medical records
9. Function alignment
10. Whole person function"
HHS-0109-2023,HHS,NIH,National Institutes of Health (NIH) CSR,Assisted Referral Tool,To provide assistance in assigning appropriate scientific areas for grant applications.,Operation and Maintenance,,,Department of Health and Human Services,"1. AI model: Machine learning
2. AI model: Natural language processing
3. Application: Grant application
4. Application: Scientific areas
5. Purpose: Assistance
6. Purpose: Assigning
7. Type: Automated
8. Type: Algorithm
9. Functionality: Recommendation
10. Functionality: Classification"
HHS-0110-2023,HHS,NIH,National Institutes of Health (NIH) NCI,NanCI: Connecting Scientists,"Uses AI to match scientific content to users interests. By collecting papers into a folder a user can engage the tool to find similar articles in the scientific literature, and can refine the recommendations by up or down voting of recommendations. Users can also connect with others via their interests, and receive and make recommendations via this social network.",Development and Acquisition,,,Department of Health and Human Services,"1. Content recommendation
2. Collaborative filtering
3. User feedback
4. Scientific literature
5. Interest matching
6. Social network
7. Paper collection
8. Keyword extraction
9. Recommendation engine
10. Artificial intelligence"
HHS-0111-2023,HHS,NIH,National Institutes of Health (NIH) NHLBI,Detection of Implementation Science focus within incoming grant applications,"This tool uses natural language processing and machine learning to calculate an Implementation Science (IS) score that is used to predict if a newly submitted grant application proposes to use science that can be categorized as ""Implementation Science"" (a relatively new area of delineation). NHLBI uses the ""IS score"" in its decision for assigning the application to a particular division for routine grants management oversight and administration.",Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. Natural Language Processing
2. Machine Learning
3. Implementation Science
4. AI model
5. Prediction
6. Grant application
7. Division assignment
8. Oversight
9. Administration
10. NHLBI"
HHS-0112-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,Federal IT Acquisition Reform Act (FITARA) Tool,The tool automates the identification of NIAID contracts that are IT-related.,Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. NIAID contracts identification 
2. IT-related contracts 
3. Automation
4. AI model
5. Keyword extraction
6. Contract analysis
7. Machine learning
8. Natural Language Processing (NLP)
9. Data mining
10. Text analysis"
HHS-0113-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,"Division of Allergy, Immunology, and Transplantation (DAIT) AIDS-Related Research Solution","The tool uses natural language processing (NLP), text extraction, and classification algorithms to predict both high/medium/low priority and area of research for a grant application. The incoming grant applications are ranked based on these predictions and more highly-ranked applications are prioritized for review.",Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. Natural Language Processing (NLP)
2. Text extraction
3. Classification algorithms
4. Grant application prediction
5. Priority ranking
6. Area of research
7. High/medium/low priority prediction
8. Keyword extraction
9. Review prioritization
10. AI model implementation"
HHS-0114-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,Scientific Research Data Management System Natural Language Processing Conflict of Interest Tool,"A tool that identifies entities within a grant application to allow NIAID's Scientific Review Program team to more easily identify conflicts of interest (COI) between grant reviewers and applicants using NLP methods (e.g., OCR, text extraction).",Operation and Maintenance,,,Department of Health and Human Services,"1. NLP - Natural Language Processing
2. OCR - Optical Character Recognition
3. Entity identification
4. Grant application analysis
5. Conflict of interest detection
6. Text extraction
7. Keyword extraction
8. AI model - Artificial Intelligence model
9. Scientific Review Program
10. NIAID - National Institute of Allergy and Infectious Diseases"
HHS-0115-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,Tuberculosis (TB) Case Browser Image Text Detection,A tool to detect text in images that could be potentially Personally Identifiable Information (PII)/ Protected Health Information (PHI) in TB Portals.,Operation and Maintenance,,,Department of Health and Human Services,"1. text detection
2. image analysis
3. PII/ PHI
4. TB Portals
5. keyword extraction
6. AI model
7. Personally Identifiable Information
8. Protected Health Information
9. image processing
10. data privacy"
HHS-0116-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,Research Area Tracking Tool,A dashboard that incorporates machine learning to help identify projects within certain high-priority research areas.,Operation and Maintenance,,,Department of Health and Human Services,"1. Dashboard
2. Machine learning
3. Identify
4. Projects
5. High-priority
6. Research areas
7. AI model
8. Project identification
9. Data analysis
10. Research prioritization"
HHS-0117-2023,HHS,NIH,National Institutes of Health (NIH) NIDCR,NIDCR Digital Transformation Initiative (DTI),"An initiative to create a natural language processing chatbot to improve efficiency, transparency, and consistency for NIDCR employees. ",Development and Acquisition,,,Department of Health and Human Services,"1. Natural Language Processing
2. Chatbot
3. Efficiency
4. Transparency
5. Consistency
6. NIDCR
7. Employee
8. AI model
9. Initiative
10. Improve"
HHS-0118-2023,HHS,NIH,National Institutes of Health (NIH) NIDCR,NIDCR Data Bank,"The project will permit intramural research program investigators to move large sets of unstructured data into a cloud archival storage, which will scale, provide cost effective data tiering, capture robust meta data sufficient for management and governance, and create secondary or tertiary opportunities for analysis leveraging cognitive services AI/ML/NLP toolsets.",Development and Acquisition,,,Department of Health and Human Services,"1. Cognitive services
2. AI/ML/NLP
3. Unstructured data
4. Cloud archival storage
5. Data tiering
6. Meta data
7. Management
8. Governance
9. Secondary analysis
10. Tertiary analysis"
HHS-0119-2023,HHS,NIH,National Institutes of Health (NIH) NIEHS,Automated approaches for table extraction,"This project developed an automated, model-based processes to reduce the time and level of effort for manual�extraction of data from tables. Published data tables are a particularly data-rich and challenging presentation of critical information in published research.",Development and Acquisition,,,Department of Health and Human Services,"Automated, model-based, data extraction, tables, AI, reduce time, reduce effort, published data, research, keyword extraction, information extraction."
HHS-0120-2023,HHS,NIH,National Institutes of Health (NIH) NIEHS,SWIFT Active Screener,Applies statistical models designed to save screeners time and effort through active learning. Utilize user feedback to automatically prioritize studies. Supports literature screening for Division of Translational Toxicology evidence evaluations.,Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
- Statistical models
- Active learning
- User feedback
- Prioritize studies
- Literature screening
- Division of Translational Toxicology
- Evidence evaluations"
HHS-0121-2023,HHS,NIH,National Institutes of Health (NIH) NIEHS,Splunk IT System Monitoring Software,Utilizes machine learning to aggregate system logs from on-premises IT infrastructure systems and endpoints for auditing and cybersecurity monitoring purposes.,Operation and Maintenance,,,Department of Health and Human Services,"1. Machine learning
2. System logs aggregation
3. On-premises IT infrastructure
4. Endpoint monitoring
5. Auditing
6. Cybersecurity
7. Keyword extraction
8. AI model
9. Data analysis
10. Network security"
HHS-0122-2023,HHS,NIH,National Institutes of Health (NIH) NIGMS,Clinical Trial Predictor,"The Clinical Trial Predictor uses an ensemble of several natural language processing and machine learning algorithms to predict whether applications may involve clinical trials based on the  text of their titles, abstracts, narratives, specific aims, and research strategies.",Implementation,,,Department of Health and Human Services,"Keywords:
1. Natural Language Processing
2. Machine Learning
3. Clinical Trial Predictor
4. Ensemble
5. Text Analysis
6. Predictive Modeling
7. AI Algorithms
8. Application Screening
9. Keyword Extraction
10. Medical Research Classification"
HHS-0123-2023,HHS,NIH,National Institutes of Health (NIH) NIGMS,Stem Cell Auto Coder,"The Stem Cell Auto Coder uses natural language processing and machine learning to predict the Stem Cell Research subcategories of an application: human embryonic, non-human embryonic, human induced pluripotent, non-human induced pluripotent, human non-embryonic, and non-human non-embryonic.",Implementation,,,Department of Health and Human Services,"Keywords:
1. Natural language processing
2. Machine learning
3. AI model
4. Stem Cell Auto Coder
5. Stem Cell Research
6. Subcategories prediction
7. Application categorization
8. Human embryonic
9. Induced pluripotent
10. Keyword extraction"
HHS-0124-2023,HHS,NIH,National Institutes of Health (NIH) NIGMS,JIT Automated Calculator (JAC),The JIT Automated Calculator (JAC) uses natural language processing to parse Just-In-Time (JIT) Other Support forms and determine how much outside support PIs are receiving from sources other than the pending application.,Implementation,,,Department of Health and Human Services,"1. Natural Language Processing (NLP)
2. Just-In-Time (JIT)
3. AI Calculator
4. Keyword extraction
5. Support form parsing
6. Outside support analysis
7. PI (Principal Investigator) support
8. Specific use case identification
9. Application-based AI
10. Form data processing"
HHS-0125-2023,HHS,NIH,National Institutes of Health (NIH) NIGMS,Similarity-based Application and Investigator Matching (SAIM),The SAIM system uses natural language processing to identify non-NIH grants awarded to NIGMS Principal Investigators. The system aids in identifying whether a grant application has significant unnecessary overlap with one funded by another agency.,Development and Acquisition,,,Department of Health and Human Services,"Keywords:
1. Natural Language Processing
2. Grant identification
3. Non-NIH grants
4. NIGMS Principal Investigators
5. Overlap detection
6. Funding analysis
7. AI system
8. Grant application assessment
9. Keyword extraction
10. Agency comparison"
HHS-0126-2023,HHS,NIH,National Institutes of Health (NIH) NLM,Remediate Adobe .pdf documents to be more accessible,Many .pdf documents could be made available for public release if they conformed to Section 508 accessibility standards. NLM has been investigating the use of AI developed to remediate Adobe .pdf files not currently accessible to Section 508 standards.�The improved files are particularly more accessible to those like the blind who use assistive technology to read.,Development and Acquisition,,,Department of Health and Human Services,"1. AI remediation
2. Adobe .pdf files
3. Accessibility standards
4. Section 508
5. Assistive technology
6. Blind
7. Improved accessibility
8. NLM
9. Public release
10. Keywords extraction"
HHS-0127-2023,HHS,NIH,National Institutes of Health (NIH) NLM,CylanceProtect,Protection of Windows and Mac endpoints from Cyberthreats,Operation and Maintenance,,,Department of Health and Human Services,"1. Endpoint protection
2. Cyberthreat detection
3. Windows
4. Mac
5. AI model
6. Cybersecurity
7. Threat prevention
8. Malware detection
9. Machine learning
10. Integrated defense"
HHS-0128-2023,HHS,NIH,National Institutes of Health (NIH) NLM,MEDIQA: Biomedical Question Answering,Using and developing AI approaches to automate question answering for different users. This project leverages NLM knowledge sources and traditional and neural machine learning to address a wide-range of biomedical information needs. This project aims for improving access with one-entry access point to NLM resources.,Initiation,,,Department of Health and Human Services,"1. Question Answering
2. Automation
3. NLM Knowledge Sources
4. Machine Learning
5. Neural Network
6. Biomedical Information
7. Keyword Extraction
8. Access Improvement
9. NLM Resources
10. One-Entry Access Point"
HHS-0129-2023,HHS,NIH,National Institutes of Health (NIH) NLM,CLARIN: Detecting clinicians' attitudes through clinical notes,"Understanding clinical notes and detecting bias is essential in supporting equity and diversity, as well as quality of care and decision support. NLM is using and developing AI approaches to detect clinicians' emotions, biases and burnout.",Development and Acquisition,,,Department of Health and Human Services,"1. AI model type: Emotion detection
2. AI model type: Bias detection
3. AI model type: Burnout detection
4. Application: Clinical notes analysis
5. Application: Equity and diversity support
6. Application: Quality of care improvement
7. Application: Decision support
8. AI approach: Natural Language Processing (NLP)
9. AI approach: Machine learning
10. AI approach: NLM (National Library of Medicine) development."
HHS-0130-2023,HHS,NIH,National Institutes of Health (NIH) NLM,Best Match: New relevance search for PubMed,"PubMed is a free search engine for biomedical literature accessed by millions of users from around the world each day. With the rapid growth of biomedical literature, finding and retrieving the most relevant papers for a given query is increasingly challenging. NLM developed Best Match, a new relevance search algorithm for PubMed that leverages the intelligence of our users and cutting-edge machine-learning technology as an alternative to the traditional date sort order. ",Operation and Maintenance,,,Department of Health and Human Services,"1. Machine-learning technology
2. Relevance search algorithm
3. PubMed
4. Biomedical literature
5. Best Match
6. Search engine
7. NLM
8. User intelligence
9. Query retrieval
10. Date sort order"
HHS-0131-2023,HHS,NIH,National Institutes of Health (NIH) NLM,SingleCite: Improving single citation search in PubMed,"A search that is targeted at finding a specific document in databases is called a Single Citation search, which is particularly important for scholarly databases, such as PubMed, because it is a typical information need of the users. NLM developed SingleCite, an automated algorithm that establishes a query-document mapping by building a regression function to predict the probability of a retrieved document being the target based on three variables: the score of the highest scoring retrieved document, the difference in score between the two top retrieved documents, and the fraction of a query matched by the candidate citation. SingleCite shows superior performance in benchmarking experiments and is applied to rescue queries that would fail otherwise.",Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
- SingleCite
- Single Citation search
- PubMed
- NLM
- algorithm
- regression function
- target document retrieval
- benchmarking
- rescue queries
- scholarly databases"
HHS-0132-2023,HHS,NIH,National Institutes of Health (NIH) NLM,Computed Author: author name disambiguation for PubMed,"PubMed users frequently use author names in queries for retrieving scientific literature. However, author name ambiguity (different authors share the same name) may lead to irrelevant retrieval results. NLM developed a machine-learning method to score the features for disambiguating a pair of papers with ambiguous names. Subsequently, agglomerative clustering is employed to collect all papers belong to the same authors from those classified pairs. Disambiguation performance is evaluated with manual verification of random samples of pairs from clustering results, with a higher accuracy than other state-of-the-art methods. It has been integrated into PubMed to facilitate author name searches.",Operation and Maintenance,,,Department of Health and Human Services,"1. Machine-learning method
2. Author name ambiguity 
3. Disambiguation
4. Agglomerative clustering
5. PubMed integration
6. Scientific literature retrieval
7. Author name searches
8. Feature scoring
9. Clustering results
10. Manual verification"
HHS-0133-2023,HHS,NIH,National Institutes of Health (NIH) NLM,NLM-Gene: towards automatic gene indexing in PubMed articles,"Gene indexing is part of the NLM's MEDLINE citation indexing efforts for improving literature retrieval and information access. Currently, gene indexing is performed manually by expert indexers. To assist this time-consuming and resource-intensive process, NLM developed NLM-Gene, an automatic tool for finding gene names in the biomedical literature using advanced natural language processing and deep learning methods. Its performance has been assessed on gold-standard evaluation datasets and is to be integrated into the production MEDLINE indexing pipeline.",Initiation,,,Department of Health and Human Services,"1. Natural Language Processing
2. Deep Learning
3. Gene Indexing
4. Biomedical Literature
5. MEDLINE Citation Indexing
6. NLM-Gene
7. Information Access
8. Literature Retrieval
9. Expert Indexers
10. Gold-Standard Evaluation Datasets"
HHS-0134-2023,HHS,NIH,National Institutes of Health (NIH) NLM,NLM-Chem: towards automatic chemical indexing in PubMed articles,"Chemical indexing is part of the NLM's MEDLINE citation indexing efforts for improving literature retrieval and information access. Currently, chemicals indexing is performed manually by expert indexers. To assist this time-consuming and resource-intensive process, NLM developed NLM-Chem, an automatic tool for finding chemical names in the biomedical literature using advanced natural language processing and deep learning methods. Its performance has been assessed on gold-standard evaluation datasets and is to be integrated into the production MEDLINE indexing pipeline.",Initiation,,,Department of Health and Human Services,"Keywords:
- Chemical indexing
- NLM-Chem
- Automatic tool
- Natural language processing
- Deep learning
- Biomedical literature
- Literature retrieval
- Information access
- MEDLINE indexing
- Production pipeline."
HHS-0135-2023,HHS,NIH,National Institutes of Health (NIH) NLM,Biomedical Citation Selector (BmCS),"Automation of article selection allows NLM to more efficiently and effectively index and host relevant information for the public. Through automation, NLM is able standardize article selection and reduce the amount of time it takes to process MEDLINE articles.",Implementation,,,Department of Health and Human Services,"1. Automation
2. Article selection
3. NLM (National Library of Medicine)
4. Indexing
5. Hosting
6. Efficiency
7. Effectiveness
8. Standardization
9. Processing time reduction
10. MEDLINE articles"
HHS-0136-2023,HHS,NIH,National Institutes of Health (NIH) NLM,MTIX,Machine learning-based system for the automated indexing of MEDLINE articles with Medical Subject Headings (MeSH) terms. Automated indexing is achieved using a multi-stage neural text ranking approach. Automated indexing allows for cost-effective and timely indexing of MEDLINE articles.,Implementation,,,Department of Health and Human Services,"1. Machine learning-based system
2. Automated indexing
3. MEDLINE articles
4. Medical Subject Headings (MeSH) terms
5. Multi-stage neural text ranking
6. Cost-effective indexing
7. Timely indexing
8. AI model
9. Neural networks
10. Healthcare data analysis"
HHS-0137-2023,HHS,NIH,National Institutes of Health (NIH) NLM,ClinicalTrials.gov Protocol Registration and Results System Review Assistant,This research project aims to help ClinicalTrials.gov determine whether the addition of AI could make reviewing study records more efficient and effective.,Development and Acquisition,,,Department of Health and Human Services,"1. ClinicalTrials.gov
2. AI
3. Study records
4. Efficiency
5. Effectiveness
6. Reviewing
7. Research project
8. Model
9. Application
10. Integration"
HHS-0138-2023,HHS,NIH,National Institutes of Health (NIH) NLM,MetaMap,"MetaMap is a widely available program providing access from biomedical text to the concepts in the unified medical language system (UMLS) Metathesaurus. MetaMap uses NLP to provide a link between the text of biomedical literature and the knowledge, including synonymy relationships, embedded in the Metathesaurus. The flexible architecture in which to explore mapping strategies and their application are made available. MTI uses the MetaMap to generate potential indexing terms. ",Operation and Maintenance,,,Department of Health and Human Services,"1. NLP
2. MetaMap
3. UMLS
4. Metathesaurus
5. Mapping strategies
6. Knowledge extraction
7. Potential indexing terms
8. Biomedical text
9. Synonymy relationships
10. Keyword extraction"
HHS-0139-2023,HHS,NIH,National Institutes of Health (NIH) NLM,Pangolin lineage classification of SARS-CoV-2 genome sequences,"The PangoLEARN machine learning tool provides lineage classification of SARS-CoV-2 genome sequences. Classification of SARS-CoV-2 genome sequences into defined lineages supports user retrieval of sequences based on classification and tracking of specific lineages, including those lineages associated with mutations that may decrease the effectiveness of therapeutics or protection provided by vaccination.",Operation and Maintenance,,,Department of Health and Human Services,"1. Machine Learning
2. Lineage Classification
3. SARS-CoV-2
4. Genome Sequences
5. Sequence Retrieval
6. Lineage Tracking
7. Mutations
8. Therapeutics
9. Vaccination
10. Effectiveness"
HHS-0140-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OAR,HIV-related grant classifier tool,"A front-end application for scientific staff to input grant information which then runs an automated algorithm to classify HIV-related grants.  Additional features and technologies used include an interactive data visualization, such as a heat map, using Plotly Python library to display the confidence level of predicted grants. ",Implementation,,,Department of Health and Human Services,"Keywords:
1. Front-end application
2. Automated algorithm
3. Classification
4. HIV-related grants
5. Interactive data visualization
6. Plotly Python library
7. Heat map
8. Confidence level
9. Predicted grants
10. Keywords extraction"
HHS-0141-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Automated approaches to analyzing scientific topics,"Developed and implemented a validated approach that uses natural language processing and AI/ML to group semantically similar documents (including grants, publications, or patents) and extract AI labels that accurately reflect the scientific focus of each topic to aid in NIH research portfolio analysis. ",Implementation,,,Department of Health and Human Services,"1. Natural Language Processing
2. AI/ML
3. Document clustering
4. Semantic similarity
5. Grant analysis
6. Publication analysis
7. Patent analysis
8. Topic extraction
9. Research portfolio analysis
10. Scientific focus identification"
HHS-0142-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Identification of emerging areas,Developed an AI/ML-based approach that computes the age and rate of progress of topics in NIH portfolios. This information can identify emerging areas of research at scale and help accelerate scientific progress.,Implementation,,,Department of Health and Human Services,"Keywords:
1. AI/ML-based approach
2. Age estimation
3. Progress rate computation
4. Topic analysis
5. NIH portfolios
6. Emerging research areas
7. Scientific acceleration
8. Information extraction
9. Scale identification
10. Research progress tracking"
HHS-0143-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Person-level disambiguation for PubMed authors and NIH grant applicants,"Correct attribution of grants, articles, and other products to individual researchers is critical for high quality person-level analysis. This improved method for disambiguation of authors on articles in PubMed and NIH grant applicants can inform data-driven decision making",Implementation,,,Department of Health and Human Services,"1. Disambiguation
2. Authors
3. PubMed
4. NIH
5. Attribution
6. Grants
7. Data-driven decision making
8. Person-level analysis
9. Researcher identification
10. AI model"
HHS-0144-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Prediction of transformative breakthroughs,"The ability to predict scientific breakthroughs at scale would accelerate the pace of discovery and improve the efficiency of research investments. The initiative has helped identify a common signature within co-citation networks that accurately predicts the occurrence of breakthroughs in biomedicine, on average more than 5 years in advance of the subsequent publication(s) that announced the discovery.�There is a patent application filed for this approach: U.S. Patent Application No. 63/257,818 (filed October 20, 2021)",Implementation,,,Department of Health and Human Services,"1. Predictive analytics
2. Co-citation networks
3. Scientific breakthroughs
4. Biomedicine
5. Research investments
6. Discovery acceleration
7. Efficiency improvement
8. Patent application
9. Prediction accuracy
10. Signature identification."
